LOC000008210370,ORD420020732945,HFC,Complete,ASI000000001074
LOC000008309779,ORD420005453164,HFC,Cancelled,ASI000000220777
LOC000008309779,ORD420018344642,HFC,Complete,ASI000000000035
LOC000008376149,ORD420020442043,HFC,Cancelled,ASI000000001074
LOC000008376149,ORD420020488938,HFC,Complete,ASI000000001074
LOC000008458492,ORD420021159606,HFC,In progress,ASI000000000026
LOC000008458492,ORD420019996094,HFC,In progress - Held,ASI000000001074
LOC000008461220,ORD420020628470,HFC,Cancelled,ASI000000000035
LOC000008461220,ORD420020896477,HFC,In progress,ASI000000000035
LOC000008518766,ORD420006252156,HFC,Cancelled,ASI000000000035
LOC000008518766,ORD420008481505,HFC,Complete,ASI000000000035
LOC000008579711,ORD410001522284,HFC,In progress - Pending,ASI000000220777
LOC000008579711,ORD410001524692,HFC,In progress,ASI000000220777
LOC000008582819,ORD420020716116,HFC,In progress,ASI000000000026
LOC000008582819,ORD420020718369,HFC,In progress,ASI000000000026
LOC000008959779,ORD420006473221,HFC,Complete,ASI000000000026
LOC000008959779,ORD420006696177,HFC,Cancelled,ASI000000000026
LOC000009030972,ORD420019915714,HFC,Cancelled,ASI000000000035
LOC000009030972,ORD420021125081,HFC,In progress,ASI000000000035
LOC000009161753,ORD420020320415,HFC,Complete,ASI000000000035
LOC000009161753,ORD420020505569,HFC,Complete,ASI000000001074
LOC000009246084,ORD420020871989,HFC,Cancelled,ASI000000000035
LOC000009246084,ORD420021127930,HFC,In progress,ASI000000000035
LOC000009354388,ORD420020112770,HFC,Complete,ASI000000220777
LOC000009354388,ORD420020793620,HFC,Complete,ASI000000220777
LOC000009379393,ORD420020738404,HFC,Complete,ASI000000000035
LOC000009379393,ORD420019777874,HFC,Cancelled,ASI000000220777
LOC000009417627,ORD420020755284,HFC,In progress,ASI000000000035
LOC000009417627,ORD420020955318,HFC,Acknowledged - Pending,ASI000000000035
LOC000009566436,ORD410001478331,HFC,In progress,ASI000000000035
LOC000009566436,ORD420018301543,HFC,Complete,ASI000000000035
LOC000009566436,ORD420021092600,HFC,In progress,ASI000000000035
LOC000009634457,ORD420020380585,HFC,Cancelled,ASI000000000035
LOC000009634457,ORD420020567128,HFC,Complete,ASI000000000035
LOC000009680687,ORD420020185594,HFC,Acknowledged - Pending,ASI000000000035
LOC000009680687,ORD420019738243,HFC,In progress,ASI000000220777
LOC000009725193,ORD420020333552,HFC,Complete,ASI000000001074
LOC000009725193,ORD420020336193,HFC,Cancelled,ASI000000000035
LOC000009887896,ORD420018005628,HFC,Cancelled,ASI000000000035
LOC000009887896,ORD420019989140,HFC,In progress - Pending,ASI000000220282
LOC000009887896,ORD420019989155,HFC,In progress,ASI000000220282
LOC000009942492,ORD410001541908,HFC,In progress,ASI000000000035
LOC000009942492,ORD420020440339,HFC,Cancelled,ASI000000000035
LOC000010106999,ORD420019792794,HFC,Cancelled,ASI000000220777
LOC000010106999,ORD420019861848,HFC,Cancelled,ASI000000220777
LOC000010159615,ORD420018762408,HFC,Cancelled,ASI000000000035
LOC000010159615,ORD420019911892,HFC,Complete,ASI000000220777
LOC000010348443,ORD420020450645,HFC,Complete,ASI000000000035
LOC000010348443,ORD420020454559,HFC,Complete,ASI000000000035
LOC000010388987,ORD420020559258,HFC,Cancelled,ASI000000000035
LOC000010388987,ORD420020683360,HFC,Complete,ASI000000000035
LOC000010496777,ORD420021130235,HFC,In progress,ASI000000000035
LOC000010496777,ORD410001604985,HFC,Cancelled,ASI000000220777
LOC000010509348,ORD410001454728,HFC,Complete,ASI000000220777
LOC000010509348,ORD420006032915,HFC,Cancelled,ASI000000000035
LOC000010564203,ORD420020377984,HFC,Cancelled,ASI000000001074
LOC000010564203,ORD420020944770,HFC,In progress,ASI000000000035
LOC000010576411,ORD410001553997,HFC,Cancelled,ASI000000220777
LOC000010576411,ORD410001556012,HFC,Complete,ASI000000220777
LOC000010607359,ORD420020913809,HFC,Cancelled,ASI000000000035
